claim_id,claim_date,sale_id,repair_status
CLM000580,2023-02-08,SALE003628,Completed
CLM000581,2022-12-19,SALE003629,Paid Repaired
CLM000582,2023-07-22,SALE003645,Completed
CLM000583,2022-10-27,SALE003649,Paid Repaired
CLM000584,2021-10-01,SALE003650,Replaced
CLM000585,2021-04-02,SALE003664,Warranty Void
CLM000586,2023-04-24,SALE003666,Completed
CLM000587,2023-10-02,SALE003668,Replaced
CLM000588,2025-12-31,SALE003671,Completed
CLM000589,2025-07-11,SALE003680,Completed
CLM000590,2021-03-23,SALE003681,Paid Repaired
CLM000591,2024-09-26,SALE003685,Completed
CLM000592,2025-12-31,SALE003686,Pending
CLM000593,2021-11-27,SALE003689,Pending
CLM000594,2023-09-29,SALE003693,Paid Repaired
CLM000595,2024-02-20,SALE003696,Completed
CLM000596,2025-12-31,SALE003700,Completed
CLM000597,2023-07-02,SALE003702,Completed
CLM000598,2024-09-25,SALE003705,Warranty Void
CLM000599,2022-11-01,SALE003706,Replaced
CLM000600,2021-09-25,SALE003714,Completed
CLM000601,2022-03-12,SALE003715,Completed
CLM000602,2024-01-15,SALE003724,Completed
CLM000603,2024-07-22,SALE003725,Replaced
CLM000604,2021-12-31,SALE003729,Completed
CLM000605,2022-03-19,SALE003745,Replaced
CLM000606,2021-08-20,SALE003751,Completed
CLM000607,2025-12-14,SALE003753,Replaced
CLM000608,2023-01-31,SALE003757,Warranty Void
CLM000609,2023-11-13,SALE003758,Completed
CLM000610,2023-11-12,SALE003759,Replaced
CLM000611,2025-01-24,SALE003784,Completed
CLM000612,2021-08-29,SALE003797,Completed
CLM000613,2024-01-08,SALE003799,Completed
CLM000614,2024-02-01,SALE003806,Completed
CLM000615,2023-04-04,SALE003810,Completed
CLM000616,2023-03-26,SALE003815,Rejected
CLM000617,2020-06-10,SALE003820,Paid Repaired
CLM000618,2024-12-20,SALE003826,Completed
CLM000619,2023-01-14,SALE003828,Paid Repaired
CLM000620,2025-08-20,SALE003838,Paid Repaired
CLM000621,2022-12-11,SALE003842,Rejected
CLM000622,2023-11-10,SALE003848,Completed
CLM000623,2021-10-21,SALE003854,Pending
CLM000624,2024-04-24,SALE003864,Completed
CLM000625,2024-04-03,SALE003866,Completed
CLM000626,2022-10-05,SALE003868,Completed
CLM000627,2022-08-09,SALE003869,Warranty Void
CLM000628,2021-11-02,SALE003870,Replaced
CLM000629,2024-12-08,SALE003882,Completed
CLM000630,2021-02-27,SALE003886,Pending
CLM000631,2024-02-23,SALE003904,Completed
CLM000632,2025-09-24,SALE003914,Replaced
CLM000633,2024-12-03,SALE003917,Paid Repaired
CLM000634,2021-04-16,SALE003927,Completed
CLM000635,2022-05-05,SALE003931,Replaced
CLM000636,2022-07-30,SALE003934,Warranty Void
CLM000637,2025-03-12,SALE003937,Warranty Void
CLM000638,2023-10-24,SALE003943,Pending
CLM000639,2020-09-23,SALE003955,Paid Repaired
CLM000640,2022-10-14,SALE003962,Replaced
CLM000641,2025-01-21,SALE003972,Completed
CLM000642,2024-04-03,SALE003977,Replaced
CLM000643,2021-06-27,SALE003984,Paid Repaired
CLM000644,2022-12-10,SALE003988,Completed
CLM000645,2023-10-09,SALE003990,Rejected
CLM000646,2021-04-17,SALE004006,Replaced
CLM000647,2025-06-17,SALE004022,Completed
CLM000648,2025-07-26,SALE004023,Warranty Void
CLM000649,2025-12-23,SALE004036,Completed
CLM000650,2022-11-06,SALE004038,Pending
CLM000651,2022-07-30,SALE004048,Replaced
CLM000652,2025-01-25,SALE004054,Pending
CLM000653,2024-10-12,SALE004080,Pending
CLM000654,2025-07-24,SALE004081,Replaced
CLM000655,2024-04-01,SALE004104,Replaced
CLM000656,2021-09-08,SALE004117,Paid Repaired
CLM000657,2021-04-23,SALE004128,Completed
CLM000658,2023-05-17,SALE004135,Replaced
CLM000659,2025-01-26,SALE004137,Replaced
CLM000660,2025-03-02,SALE004142,Replaced
CLM000661,2025-06-26,SALE004148,Completed
CLM000662,2021-12-29,SALE004177,Replaced
CLM000663,2021-05-17,SALE004182,Completed
CLM000664,2024-01-12,SALE004196,Completed
CLM000665,2020-11-27,SALE004197,Pending
CLM000666,2025-12-31,SALE004203,Replaced
CLM000667,2022-09-20,SALE004209,Completed
CLM000668,2021-07-19,SALE004214,Replaced
CLM000669,2024-07-09,SALE004220,Completed
CLM000670,2023-01-09,SALE004229,Replaced
CLM000671,2025-12-31,SALE004231,Replaced
CLM000672,2021-01-06,SALE004246,Completed
CLM000673,2024-11-16,SALE004249,Completed
CLM000674,2022-01-10,SALE004264,Completed
CLM000675,2025-12-31,SALE004271,Pending
CLM000676,2022-01-30,SALE004280,Replaced
CLM000677,2022-10-17,SALE004288,Paid Repaired
CLM000678,2024-12-09,SALE004301,Replaced
CLM000679,2025-12-31,SALE004309,Completed
CLM000680,2022-03-16,SALE004327,Rejected
CLM000681,2025-04-23,SALE004334,Paid Repaired
CLM000682,2024-08-13,SALE004355,Completed
CLM000683,2022-08-30,SALE004357,Pending
CLM000684,2023-09-18,SALE004369,Pending
CLM000685,2020-11-24,SALE004385,Replaced
CLM000686,2025-07-14,SALE004396,Replaced
CLM000687,2022-09-06,SALE004417,Paid Repaired
CLM000688,2024-11-17,SALE004422,Completed
CLM000689,2025-09-17,SALE004428,Paid Repaired
CLM000690,2025-01-19,SALE004439,Completed
CLM000691,2023-03-16,SALE004462,Replaced
CLM000692,2024-05-03,SALE004478,Completed
CLM000693,2022-08-16,SALE004480,Completed
CLM000694,2023-01-08,SALE004482,Replaced
CLM000695,2024-04-25,SALE004498,Paid Repaired
CLM000696,2025-12-31,SALE004499,Warranty Void
CLM000697,2022-06-18,SALE004501,Completed
CLM000698,2022-08-19,SALE004537,Completed
CLM000699,2021-07-07,SALE004541,Completed
CLM000700,2022-07-06,SALE004547,Replaced
CLM000701,2022-06-28,SALE004556,Pending
CLM000702,2023-11-24,SALE004557,Completed
CLM000703,2023-09-10,SALE004560,Paid Repaired
CLM000704,2024-12-02,SALE004614,Completed
CLM000705,2021-09-30,SALE004616,Completed
CLM000706,2024-02-01,SALE004617,Warranty Void
CLM000707,2021-08-18,SALE004619,Pending
CLM000708,2022-12-02,SALE004625,Completed
CLM000709,2025-06-04,SALE004627,Completed
CLM000710,2025-04-12,SALE004628,Paid Repaired
CLM000711,2022-06-04,SALE004631,Paid Repaired
CLM000712,2025-04-30,SALE004667,Replaced
CLM000713,2025-09-19,SALE004669,Pending
CLM000714,2024-02-11,SALE004676,Completed
CLM000715,2023-12-28,SALE004681,Completed
CLM000716,2020-09-03,SALE004682,Completed
CLM000717,2025-05-31,SALE004683,Paid Repaired
CLM000718,2022-08-29,SALE004687,Pending
CLM000719,2022-03-26,SALE004696,Pending
CLM000720,2021-02-07,SALE004698,Paid Repaired
CLM000721,2021-08-06,SALE004702,Warranty Void
CLM000722,2025-09-11,SALE004705,Replaced
CLM000723,2021-04-09,SALE004713,Completed
CLM000724,2022-06-13,SALE004716,Replaced
CLM000725,2020-09-24,SALE004718,Replaced
CLM000726,2021-04-18,SALE004723,Replaced
CLM000727,2024-02-26,SALE004731,Pending
CLM000728,2025-12-31,SALE004737,Replaced
CLM000729,2024-01-16,SALE004738,Paid Repaired
CLM000730,2024-01-17,SALE004739,Completed
CLM000731,2022-11-04,SALE004744,Completed
CLM000732,2022-12-20,SALE004747,Rejected
CLM000733,2023-07-15,SALE004749,Replaced
CLM000734,2022-09-20,SALE004763,Rejected
CLM000735,2025-01-01,SALE004793,Replaced
CLM000736,2024-09-28,SALE004794,Completed
CLM000737,2021-05-31,SALE004808,Paid Repaired
CLM000738,2021-07-23,SALE004816,Completed
CLM000739,2023-12-09,SALE004824,Paid Repaired
CLM000740,2024-07-01,SALE004826,Pending
CLM000741,2022-07-12,SALE004830,Paid Repaired
CLM000742,2022-08-04,SALE004838,Paid Repaired
CLM000743,2024-03-05,SALE004839,Replaced
CLM000744,2021-05-26,SALE004840,Completed
CLM000745,2022-09-27,SALE004844,Pending
CLM000746,2024-02-28,SALE004853,Replaced
CLM000747,2022-01-15,SALE004880,Completed
CLM000748,2023-04-14,SALE004885,Completed
CLM000749,2022-04-12,SALE004888,Warranty Void
CLM000750,2023-03-26,SALE004893,Completed
CLM000751,2024-01-24,SALE004908,Replaced
CLM000752,2021-09-15,SALE004927,Completed
CLM000753,2020-12-18,SALE004932,Completed
CLM000754,2021-09-08,SALE004937,Completed
CLM000755,2022-02-17,SALE004946,Replaced
CLM000756,2025-07-31,SALE004949,Replaced
CLM000757,2025-06-17,SALE004953,Completed
CLM000758,2023-11-03,SALE004956,Paid Repaired
CLM000759,2023-03-25,SALE004963,Pending
CLM000760,2025-10-11,SALE004965,Completed
CLM000761,2024-08-28,SALE004975,Paid Repaired
CLM000762,2021-01-18,SALE004980,Completed
CLM000763,2025-12-31,SALE005005,Paid Repaired
CLM000764,2021-10-06,SALE005011,Completed
CLM000765,2022-05-24,SALE005020,Completed
CLM000766,2021-04-13,SALE005022,Completed
CLM000767,2022-02-23,SALE005023,Warranty Void
CLM000768,2025-06-13,SALE005026,Completed
CLM000769,2025-12-31,SALE005028,Paid Repaired
CLM000770,2021-03-24,SALE005048,Paid Repaired
CLM000771,2023-02-10,SALE005049,Completed
CLM000772,2022-02-02,SALE005054,Paid Repaired
CLM000773,2024-01-09,SALE005064,Warranty Void
CLM000774,2021-05-08,SALE005067,Rejected
CLM000775,2024-04-27,SALE005077,Warranty Void
CLM000776,2023-06-18,SALE005078,Completed
CLM000777,2020-04-18,SALE005108,Completed
CLM000778,2021-03-19,SALE005109,Completed
CLM000779,2025-06-16,SALE005117,Completed
CLM000780,2023-05-14,SALE005123,Completed
CLM000781,2024-08-01,SALE005124,Replaced
CLM000782,2022-07-07,SALE005127,Completed
CLM000783,2024-09-26,SALE005134,Completed
CLM000784,2024-08-06,SALE005136,Completed
CLM000785,2025-08-14,SALE005154,Replaced
CLM000786,2025-12-31,SALE005157,Paid Repaired
CLM000787,2024-10-20,SALE005159,Completed
CLM000788,2024-07-06,SALE005188,Completed
CLM000789,2023-01-20,SALE005190,Warranty Void
CLM000790,2021-12-10,SALE005211,Completed
CLM000791,2025-11-27,SALE005245,Completed
CLM000792,2021-12-09,SALE005246,Pending
CLM000793,2025-04-01,SALE005253,Completed
CLM000794,2023-01-02,SALE005269,Completed
CLM000795,2020-11-06,SALE005276,Completed
CLM000796,2024-10-12,SALE005280,Completed
CLM000797,2024-12-20,SALE005284,Replaced
CLM000798,2025-12-31,SALE005286,Completed
CLM000799,2024-08-10,SALE005288,Replaced
CLM000800,2024-04-03,SALE005304,Paid Repaired
CLM000801,2021-12-18,SALE005306,Paid Repaired
CLM000802,2021-10-28,SALE005307,Warranty Void
CLM000803,2021-02-09,SALE005311,Completed
CLM000804,2025-12-31,SALE005314,Completed
CLM000805,2025-04-03,SALE005315,Paid Repaired
CLM000806,2025-03-18,SALE005336,Completed
CLM000807,2025-01-03,SALE005339,Completed
CLM000808,2023-12-10,SALE005345,Paid Repaired
CLM000809,2025-03-08,SALE005347,Completed
CLM000810,2025-12-31,SALE005353,Completed
CLM000811,2021-07-10,SALE005369,Rejected
CLM000812,2025-09-21,SALE005370,Completed
CLM000813,2020-06-16,SALE005393,Pending
CLM000814,2020-10-10,SALE005394,Replaced
CLM000815,2020-05-07,SALE005411,Completed
CLM000816,2024-08-03,SALE005418,Completed
CLM000817,2024-03-28,SALE005419,Rejected
CLM000818,2024-11-01,SALE005421,Pending
CLM000819,2022-05-05,SALE005422,Paid Repaired
CLM000820,2022-09-25,SALE005425,Completed
CLM000821,2025-08-25,SALE005427,Rejected
CLM000822,2021-06-28,SALE005435,Completed
CLM000823,2024-02-07,SALE005443,Replaced
CLM000824,2025-06-26,SALE005446,Rejected
CLM000825,2025-11-22,SALE005451,Completed
CLM000826,2023-10-17,SALE005453,Rejected
CLM000827,2025-05-20,SALE005454,Completed
CLM000828,2020-10-09,SALE005456,Paid Repaired
CLM000829,2024-07-06,SALE005469,Completed
CLM000830,2025-04-14,SALE005476,Completed
CLM000831,2023-12-01,SALE005477,Warranty Void
CLM000832,2025-07-15,SALE005480,Rejected
CLM000833,2022-01-19,SALE005483,Completed
CLM000834,2021-07-07,SALE005491,Completed
CLM000835,2024-02-04,SALE005500,Completed
CLM000836,2022-11-24,SALE005504,Completed
CLM000837,2023-08-24,SALE005511,Completed
CLM000838,2020-11-03,SALE005513,Completed
CLM000839,2023-08-04,SALE005516,Completed
CLM000840,2021-10-22,SALE005517,Completed
CLM000841,2024-11-04,SALE005524,Pending
CLM000842,2025-08-28,SALE005539,Completed
CLM000843,2021-03-11,SALE005568,Replaced
CLM000844,2021-01-02,SALE005569,Completed
CLM000845,2024-09-24,SALE005573,Completed
CLM000846,2020-11-25,SALE005574,Warranty Void
CLM000847,2025-11-27,SALE005584,Warranty Void
CLM000848,2022-11-01,SALE005597,Warranty Void
CLM000849,2020-02-01,SALE005624,Paid Repaired
CLM000850,2025-04-04,SALE005628,Completed
CLM000851,2020-11-09,SALE005649,Completed
CLM000852,2022-03-03,SALE005651,Completed
CLM000853,2023-08-14,SALE005655,Completed
CLM000854,2024-07-19,SALE005656,Completed
CLM000855,2023-02-22,SALE005662,Completed
CLM000856,2025-12-31,SALE005669,Paid Repaired
CLM000857,2022-07-27,SALE005673,Paid Repaired
CLM000858,2025-05-03,SALE005681,Warranty Void
CLM000859,2022-10-21,SALE005696,Completed
CLM000860,2025-04-08,SALE005700,Completed
CLM000861,2023-07-07,SALE005708,Completed
CLM000862,2025-11-02,SALE005728,Paid Repaired
CLM000863,2025-06-14,SALE005729,Completed
CLM000864,2024-01-30,SALE005731,Paid Repaired
CLM000865,2025-05-19,SALE005732,Completed
CLM000866,2024-05-22,SALE005738,Completed
CLM000867,2021-07-22,SALE005742,Pending
CLM000868,2021-06-21,SALE005747,Pending
CLM000869,2025-12-31,SALE005754,Completed
CLM000870,2025-12-29,SALE005755,Completed
CLM000871,2024-08-15,SALE005769,Paid Repaired
CLM000872,2020-11-16,SALE005770,Completed
CLM000873,2021-04-30,SALE005780,Warranty Void
CLM000874,2025-09-30,SALE005787,Completed
CLM000875,2022-08-17,SALE005795,Completed
CLM000876,2022-07-11,SALE005810,Paid Repaired
CLM000877,2024-08-15,SALE005830,Replaced
CLM000878,2020-10-29,SALE005843,Completed
CLM000879,2022-04-13,SALE005850,Warranty Void
CLM000880,2025-05-30,SALE005857,Completed
CLM000881,2021-02-04,SALE005859,Completed
CLM000882,2023-05-31,SALE005863,Completed
CLM000883,2021-12-29,SALE005881,Paid Repaired
CLM000884,2024-12-06,SALE005885,Completed
CLM000885,2024-06-30,SALE005889,Paid Repaired
CLM000886,2021-08-23,SALE005905,Completed
CLM000887,2023-02-22,SALE005919,Replaced
CLM000888,2025-01-03,SALE005928,Paid Repaired
CLM000889,2023-11-06,SALE005931,Completed
CLM000890,2024-03-09,SALE005936,Replaced
CLM000891,2025-10-25,SALE005950,Completed
CLM000892,2024-04-07,SALE005952,Completed
CLM000893,2021-10-07,SALE005967,Paid Repaired
CLM000894,2025-09-26,SALE005973,Completed
CLM000895,2023-02-14,SALE005985,Paid Repaired
CLM000896,2025-04-24,SALE005990,Completed
CLM000897,2025-10-19,SALE005998,Completed
CLM000898,2021-04-02,SALE006003,Completed
CLM000899,2024-09-30,SALE006009,Rejected
CLM000900,2023-04-24,SALE006013,Completed
CLM000901,2021-02-21,SALE006026,Replaced
CLM000902,2024-09-06,SALE006027,Completed
CLM000903,2023-12-13,SALE006029,Completed
CLM000904,2024-07-16,SALE006035,Completed
CLM000905,2021-08-10,SALE006041,Replaced
CLM000906,2023-10-08,SALE006043,Pending
CLM000907,2024-08-22,SALE006047,Pending
CLM000908,2021-02-16,SALE006049,Warranty Void
CLM000909,2025-09-19,SALE006050,Replaced
CLM000910,2025-07-27,SALE006053,Completed
CLM000911,2023-03-14,SALE006072,Pending
CLM000912,2023-12-22,SALE006084,Completed
CLM000913,2021-10-07,SALE006092,Completed
CLM000914,2024-09-18,SALE006103,Completed
CLM000915,2021-09-05,SALE006105,Warranty Void
CLM000916,2021-06-08,SALE006110,Completed
CLM000917,2021-05-18,SALE006121,Pending
CLM000918,2022-08-09,SALE006126,Paid Repaired
CLM000919,2020-08-25,SALE006135,Completed
CLM000920,2024-12-03,SALE006137,Pending
CLM000921,2022-12-23,SALE006144,Warranty Void
CLM000922,2022-10-19,SALE006147,Completed
CLM000923,2024-06-22,SALE006158,Replaced
CLM000924,2024-02-05,SALE006170,Completed
CLM000925,2021-10-22,SALE006183,Replaced
CLM000926,2022-10-20,SALE006186,Completed
CLM000927,2025-12-31,SALE006198,Paid Repaired
CLM000928,2024-04-28,SALE006222,Completed
CLM000929,2022-01-24,SALE006240,Pending
CLM000930,2023-07-16,SALE006250,Completed
CLM000931,2025-08-26,SALE006265,Completed
CLM000932,2023-03-30,SALE006267,Paid Repaired
CLM000933,2022-03-26,SALE006272,Replaced
CLM000934,2024-01-04,SALE006276,Completed
CLM000935,2021-12-27,SALE006277,Paid Repaired
CLM000936,2021-08-04,SALE006278,Rejected
CLM000937,2023-12-25,SALE006280,Completed
CLM000938,2024-10-12,SALE006284,Replaced
CLM000939,2021-07-23,SALE006287,Replaced
CLM000940,2021-07-02,SALE006290,Completed
CLM000941,2025-12-31,SALE006291,Completed
CLM000942,2024-11-06,SALE006292,Pending
CLM000943,2022-02-25,SALE006297,Replaced
CLM000944,2024-03-22,SALE006303,Completed
CLM000945,2023-07-03,SALE006317,Completed
CLM000946,2023-02-03,SALE006318,Paid Repaired
CLM000947,2023-01-13,SALE006326,Paid Repaired
CLM000948,2023-05-28,SALE006330,Completed
CLM000949,2022-12-30,SALE006346,Paid Repaired
CLM000950,2024-09-19,SALE006350,Completed
CLM000951,2025-05-19,SALE006365,Completed
CLM000952,2025-09-24,SALE006371,Replaced
CLM000953,2025-04-06,SALE006373,Completed
CLM000954,2022-11-24,SALE006375,Completed
CLM000955,2025-03-13,SALE006376,Completed
CLM000956,2023-05-08,SALE006379,Completed
CLM000957,2023-04-03,SALE006391,Completed
CLM000958,2022-09-15,SALE006393,Replaced
CLM000959,2025-07-17,SALE006409,Pending
CLM000960,2024-08-11,SALE006410,Replaced
CLM000961,2022-02-21,SALE006416,Rejected
CLM000962,2020-11-17,SALE006419,Paid Repaired
CLM000963,2024-04-03,SALE006428,Replaced
CLM000964,2023-02-02,SALE006431,Replaced
CLM000965,2022-05-16,SALE006438,Completed
CLM000966,2023-09-22,SALE006439,Replaced
CLM000967,2021-04-27,SALE006442,Replaced
CLM000968,2024-11-09,SALE006449,Completed
CLM000969,2021-04-24,SALE006458,Completed
CLM000970,2022-08-06,SALE006476,Completed
CLM000971,2023-01-15,SALE006477,Warranty Void
CLM000972,2023-06-29,SALE006490,Replaced
CLM000973,2022-03-01,SALE006491,Rejected
CLM000974,2025-09-01,SALE006504,Warranty Void
CLM000975,2024-05-07,SALE006505,Completed
CLM000976,2022-02-25,SALE006514,Completed
CLM000977,2022-03-16,SALE006515,Paid Repaired
CLM000978,2022-12-13,SALE006517,Completed
CLM000979,2022-01-24,SALE006518,Paid Repaired
CLM000980,2025-11-22,SALE006524,Paid Repaired
CLM000981,2021-07-20,SALE006533,Completed
CLM000982,2023-12-07,SALE006541,Replaced
CLM000983,2025-03-07,SALE006547,Completed
CLM000984,2023-12-08,SALE006553,Completed
CLM000985,2023-07-03,SALE006557,Completed
CLM000986,2024-04-02,SALE006578,Completed
CLM000987,2025-11-13,SALE006581,Paid Repaired
CLM000988,2025-04-02,SALE006589,Paid Repaired
CLM000989,2024-09-22,SALE006594,Replaced
CLM000990,2025-12-31,SALE006602,Warranty Void
CLM000991,2025-12-31,SALE006603,Completed
CLM000992,2021-01-25,SALE006615,Replaced
CLM000993,2021-06-29,SALE006627,Completed
CLM000994,2022-09-05,SALE006629,Completed
CLM000995,2025-05-07,SALE006633,Completed
CLM000996,2023-03-02,SALE006638,Completed
CLM000997,2025-12-15,SALE006642,Completed
CLM000998,2021-11-01,SALE006657,Replaced
CLM000999,2020-10-29,SALE006663,Replaced
CLM001000,2021-10-02,SALE006674,Replaced
CLM001001,2024-12-16,SALE006676,Completed
CLM001002,2025-01-06,SALE006682,Completed
CLM001003,2025-02-06,SALE006690,Rejected
CLM001004,2025-04-14,SALE006694,Completed
CLM001005,2021-01-22,SALE006696,Paid Repaired
CLM001006,2021-05-05,SALE006699,Completed
CLM001007,2023-04-05,SALE006700,Completed
CLM001008,2023-02-15,SALE006706,Rejected
CLM001009,2025-01-26,SALE006707,Completed
CLM001010,2025-01-31,SALE006714,Replaced
CLM001011,2024-07-02,SALE006739,Completed
CLM001012,2025-12-31,SALE006741,Pending
CLM001013,2025-09-10,SALE006748,Completed
CLM001014,2024-06-27,SALE006753,Completed
CLM001015,2023-05-06,SALE006765,Replaced
CLM001016,2024-07-15,SALE006770,Completed
CLM001017,2023-11-13,SALE006775,Paid Repaired
CLM001018,2024-01-20,SALE006777,Completed
CLM001019,2025-10-12,SALE006779,Completed
CLM001020,2021-10-03,SALE006784,Completed
CLM001021,2024-01-15,SALE006790,Completed
CLM001022,2023-01-28,SALE006791,Completed
CLM001023,2023-05-09,SALE006792,Pending
CLM001024,2022-12-23,SALE006793,Rejected
CLM001025,2020-11-12,SALE006796,Completed
CLM001026,2022-12-16,SALE006808,Paid Repaired
CLM001027,2025-07-21,SALE006809,Completed
CLM001028,2022-02-23,SALE006810,Completed
CLM001029,2025-07-14,SALE006821,Paid Repaired
CLM001030,2024-04-14,SALE006825,Completed
CLM001031,2021-04-14,SALE006828,Completed
CLM001032,2023-08-17,SALE006830,Completed
CLM001033,2022-06-03,SALE006835,Completed
CLM001034,2021-09-26,SALE006836,Pending
